node_id,lat,lon,name_osm,name_crash,nta,borough,crashes,ped_inj,ped_kill,cyc_inj,cyc_kill,f12_crashes,f12_ped_inj,f12_ped_kill,f12_cyc_inj,f12_cyc_kill,f24_crashes,f24_ped_inj,f24_ped_kill,f24_cyc_inj,f24_cyc_kill,score_ped_w,score_cyc_w,score_f12_ped_w,score_f12_cyc_w,score_f12_all_w,recency_score,recency_ped,recency_cyc,base_crashes,base_rate_12mo,heat_surprise,cool_surprise,night_share,last_crash
226518,40.763485,-73.967273,East 61st Street / Lexington Avenue,Lexington Ave / E 61 St,Upper East Side-Carnegie Hill,Manhattan,2,1,1,0,0,1,0,1,0,0,2,1,1,0,0,9,0,8,0,8,7.189,7.189,0.0,1,0.614,-0.0,-0.0,0.5,2026-03-20
356126,40.718979,-73.975082,East Houston Street / FDR Drive,,East Village,Manhattan,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,8,0,8,0,8,7.18,7.18,0.0,0,0.205,-0.0,-0.0,0.0,2026-04-15
110379,40.578848,-74.168286,Platinum Avenue / Ring Road,,New Springville-Willowbrook-Bulls Head-Travis,Staten Island,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,8,0,8,0,8,7.058,7.058,0.0,0,0.205,-0.0,-0.0,1.0,2026-04-06
174652,40.597093,-73.995225,Bath Avenue / 23rd Avenue,23 Avenue / Bath Avenue,Gravesend (West),Brooklyn,3,2,1,0,0,1,0,1,0,0,2,1,1,0,0,10,0,8,0,8,6.912,6.912,0.0,2,1.024,-0.0,-0.0,0.0,2026-02-05
36399,40.910194,-73.896632,Broadway / West 262nd Street,Broadway / W 262 St,Riverdale-Spuyten Duyvil,Bronx,3,2,1,0,0,1,0,1,0,0,3,2,1,0,0,10,0,8,0,8,6.881,6.881,0.0,2,1.024,-0.0,-0.0,0.333,2026-01-29
227349,40.72721,-73.907412,Maurice Avenue / Borden Avenue,Borden Ave / Maurice Ave,Maspeth,Queens,5,3,1,1,0,1,0,1,0,0,4,2,1,1,0,11,1,8,0,8,6.639,6.162,0.477,4,1.843,-0.0,-0.0,0.0,2025-10-16
355357,40.733033,-73.984441,2nd Avenue / East 15th Street,2 Avenue / East 15 Street,Gramercy,Manhattan,4,1,0,2,1,1,0,0,0,1,2,1,0,0,1,1,10,0,8,8,4.927,0.33,4.597,3,1.433,-0.0,-0.0,0.25,2025-07-29
565945,40.813097,-73.898267,Leggett Avenue / Bruckner Boulevard Shared-Use Path,Leggett Ave / Bruckner Blvd,Hunts Point,Bronx,6,2,0,3,1,1,0,0,0,1,4,2,0,1,1,2,11,0,8,8,6.27,0.903,5.367,5,2.252,-0.0,-0.0,0.333,2025-08-26
5424,40.731129,-74.004226,Morton Street / 7th Avenue South,7 Avenue South / Morton Street,West Village,Manhattan,4,0,1,3,0,1,0,1,0,0,3,0,1,2,0,8,3,8,0,8,6.135,5.3,0.835,3,1.433,-0.0,-0.0,0.0,2025-11-06
277535,40.760615,-73.805849,160th Street / Sanford Avenue,Sanford Ave / 160 St,East Flushing,Queens,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,8,0,8,8,6.11,0.0,6.11,0,0.205,-0.0,-0.0,0.0,2026-01-20
2170,40.773027,-73.95218,East 80th Street / 1st Avenue,E 80 St / 1 Ave,Upper East Side-Yorkville,Manhattan,2,1,1,0,0,1,0,1,0,0,2,1,1,0,0,9,0,8,0,8,5.981,5.981,0.0,1,0.614,-0.0,-0.0,0.0,2025-12-02
90052,40.547835,-74.220359,Veterans Road East / Bloomingdale Road,Lucille Avenue / Bloomingdale Road,Arden Heights-Rossville,Staten Island,3,3,1,0,0,1,0,1,0,0,2,2,1,0,0,11,0,8,0,8,5.948,5.948,0.0,2,1.024,-0.0,-0.0,0.667,2025-10-01
381226,40.695363,-73.93237,Broadway / Suydam Street,Broadway / Suydam St,Bushwick (West),Brooklyn,2,1,1,0,0,1,0,1,0,0,2,1,1,0,0,9,0,8,0,8,4.823,4.823,0.0,1,0.614,-0.0,-0.0,0.5,2025-08-02
159869,40.647492,-74.000673,7th Avenue / 41st Street,7 Ave / 41 St,Sunset Park (Central),Brooklyn,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,8,0,8,0,8,4.978,4.978,0.0,0,0.205,-0.0,-0.0,1.0,2025-10-04
236390,40.698357,-73.731356,227th Street / 115th Avenue,115 Ave / 227 St,Cambria Heights,Queens,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,8,0,8,8,4.866,0.0,4.866,0,0.205,-0.0,-0.0,0.0,2025-09-22
168601,40.676822,-73.900032,Alabama Avenue / Jamaica Avenue,Fulton Street / Alabama Avenue,East New York (North),Brooklyn,4,2,1,1,0,1,0,1,0,0,1,0,1,0,0,10,1,8,0,8,4.764,4.548,0.216,3,1.433,-0.0,-0.0,0.25,2025-07-03
284317,40.652454,-73.925613,East 55th Street / Church Avenue,Church Avenue / East 55 Street,East Flatbush-Rugby,Brooklyn,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,9,0,8,0,8,4.434,4.434,0.0,1,0.614,-0.0,-0.0,0.5,2025-07-17
473776,40.749114,-73.784636,Hollis Court Boulevard / 50th Avenue,Hollis Court Blvd / 50 Ave,Auburndale,Queens,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,8,0,8,8,4.4,0.0,4.4,0,0.205,-0.0,-0.0,0.0,2025-07-31
834850,40.618178,-73.999271,72nd Street / New Utrecht Avenue,72 Street / New Utrecht Avenue,Bensonhurst,Brooklyn,2,1,1,0,0,1,0,1,0,0,1,0,1,0,0,9,0,8,0,8,4.236,4.236,0.0,1,0.614,-0.0,-0.0,0.5,2025-06-22
22373,40.626428,-73.972292,East 5th Street / Avenue I,Avenue I / E 5 St,Mapleton-Midwood (West),Brooklyn,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,8,0,8,0,8,4.205,4.205,0.0,0,0.205,-0.0,-0.0,1.0,2025-07-07
22843,40.638578,-73.90413,Avenue J / Remsen Avenue,Remsen Ave / Avenue J,Canarsie,Brooklyn,11,10,0,1,0,7,6,0,1,0,9,8,0,1,0,10,1,6,1,7,6.153,5.573,0.58,4,1.843,2.53,-0.0,0.0,2026-04-24
226594,40.753633,-73.914549,Northern Boulevard / 48th Street,Northern Blvd / 48 St,Sunnyside Yards (North),Queens,16,1,0,15,0,7,0,0,7,0,11,1,0,10,0,1,15,0,7,7,7.093,0.437,6.656,9,3.89,1.0,0.02,0.312,2026-05-14
205263,40.655637,-73.95986,Parkside Avenue / Flatbush Avenue,Flatbush Ave / Parkside Ave,Prospect Lefferts Gardens-Wingate,Brooklyn,14,12,0,2,0,7,6,0,1,0,12,10,0,2,0,12,2,6,1,7,6.588,5.496,1.091,7,3.071,1.43,-0.0,0.429,2026-01-13
391591,40.717158,-74.012616,West Street / Chambers Street,West St / Chambers St,Tribeca-Civic Center,Manhattan,10,4,0,7,0,6,4,0,3,0,7,4,0,4,0,4,7,4,3,7,5.839,3.158,2.682,4,1.843,1.94,-0.0,0.0,2026-05-05
558055,40.696985,-73.935293,Broadway / Myrtle Avenue,Broadway / Myrtle Ave,Bedford-Stuyvesant (East),Brooklyn,26,21,1,5,0,6,5,0,1,0,14,10,1,3,0,29,5,5,1,6,11.517,9.831,1.687,20,8.395,0.07,0.57,0.423,2026-03-27
120518,40.681841,-73.967559,Vanderbilt Avenue / Atlantic Avenue,Atlantic Ave / Vanderbilt Ave,Clinton Hill,Brooklyn,14,3,0,11,0,6,3,0,3,0,10,3,0,7,0,3,11,3,3,6,5.762,1.776,3.986,8,3.481,0.85,0.03,0.143,2026-03-18
779369,40.668625,-73.925582,Buffalo Avenue / Eastern Parkway North Mall,Eastern Pkwy / Buffalo Ave,Crown Heights (North),Brooklyn,15,11,0,5,0,6,3,0,3,0,10,7,0,4,0,11,5,3,3,6,7.067,4.326,2.741,9,3.89,0.7,0.05,0.133,2026-04-23
290139,40.885693,-73.861636,White Plains Road / East 222nd Street,E 222 St / White Plains Rd,Williamsbridge-Olinville,Bronx,14,12,0,2,0,6,5,0,1,0,8,7,0,1,0,12,2,5,1,6,6.262,5.162,1.1,8,3.481,0.85,0.03,0.214,2026-04-02
355244,40.813381,-73.956272,West 125th Street / Amsterdam Avenue,W 125 St / Amsterdam Ave,Morningside Heights,Manhattan,19,14,0,6,0,5,3,0,3,0,10,6,0,5,0,14,6,3,3,6,7.435,4.399,3.036,14,5.938,0.15,0.34,0.263,2026-03-05
390499,40.846666,-73.896184,Third Avenue / East Tremont Avenue,E Tremont Ave / 3 Ave,Tremont,Bronx,17,12,0,6,0,5,4,0,2,0,9,7,0,3,0,12,6,4,2,6,7.205,5.093,2.112,12,5.119,0.24,0.23,0.294,2026-05-05
591258,40.746553,-73.826183,Main Street / Booth Memorial Avenue,Main St / Booth Memorial Ave,Queensboro Hill,Queens,14,11,0,3,0,6,5,0,1,0,11,9,0,2,0,11,3,5,1,6,6.829,5.465,1.364,8,3.481,0.85,0.03,0.214,2026-05-10
180038,40.73,-73.82353,Jewel Avenue / Main Street,Jewel Ave / Main St,Kew Gardens Hills,Queens,12,11,0,2,0,5,5,0,1,0,9,8,0,2,0,11,2,5,1,6,6.774,5.855,0.919,7,3.071,0.71,-0.0,0.167,2026-04-29
202280,40.876944,-73.90335,Albany Crescent / Bailey Avenue,Bailey Ave / Albany Cres,Kingsbridge Heights-Van Cortlandt Village,Bronx,11,8,0,3,0,6,5,0,1,0,8,5,0,3,0,8,3,5,1,6,5.908,4.47,1.438,5,2.252,1.56,-0.0,0.273,2026-06-09
325332,40.67686,-73.921831,Ralph Avenue / Atlantic Avenue,Atlantic Avenue / Ralph Avenue,Ocean Hill,Brooklyn,12,6,0,6,0,6,3,0,3,0,8,4,0,4,0,6,6,3,3,6,5.242,2.254,2.988,6,2.662,1.27,-0.0,0.25,2026-05-30
503259,40.841088,-73.864465,East Tremont Avenue / White Plains Road,White Plains Rd / E Tremont Ave,Parkchester,Bronx,9,7,0,2,0,6,5,0,1,0,8,7,0,1,0,7,2,5,1,6,5.096,4.245,0.851,3,1.433,2.45,-0.0,0.0,2026-02-11
119316,40.716608,-73.995849,Bowery / Canal Street,Canal Street / Bowery,SoHo-Little Italy-Hudson Square,Manhattan,9,5,0,5,0,5,3,0,3,0,7,4,0,4,0,5,5,3,3,6,4.825,2.486,2.339,4,1.843,1.4,-0.0,0.333,2026-03-05
185798,40.570443,-74.109697,New Dorp Lane / Hylan Boulevard,Hylan Boulevard / New Dorp Lane,New Dorp-Midland Beach,Staten Island,21,16,1,4,0,5,5,0,0,0,11,8,1,2,0,24,4,5,0,5,10.193,8.996,1.198,16,6.757,0.09,0.48,0.238,2026-05-23
166550,40.82831,-73.882964,Westchester Avenue / Bronx River Avenue,Westchester Avenue / Bronx River Avenue,Soundview-Bruckner-Bronx River,Bronx,11,7,0,5,0,5,4,0,1,0,7,5,0,2,0,7,5,4,1,5,5.188,3.529,1.659,6,2.662,0.88,-0.0,0.182,2026-03-17
26558,40.862777,-73.901063,Jerome Avenue / West Fordham Road,Jerome Avenue / West Fordham Road,University Heights (North)-Fordham,Bronx,21,17,0,5,0,5,5,0,0,0,9,6,0,3,0,17,5,5,0,5,7.051,5.602,1.449,16,6.757,0.09,0.48,0.143,2026-03-16
238886,40.616046,-73.944827,Kings Highway / Nostrand Avenue,Kings Highway / Nostrand Avenue,Marine Park-Mill Basin-Bergen Beach,Brooklyn,11,12,0,3,0,4,5,0,0,0,6,8,0,2,0,12,3,5,0,5,6.408,5.742,0.666,7,3.071,0.43,-0.0,0.091,2026-04-24
350870,40.62658,-73.970924,Avenue I / Ocean Parkway,Ocean Pkwy / Avenue I,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,16,9,0,7,0,5,4,0,1,0,10,6,0,4,0,9,7,4,1,5,6.29,4.077,2.213,11,4.709,0.29,0.18,0.125,2026-03-05
456815,40.874672,-73.90979,Broadway / West 225th Street,Broadway / W 225 St,Kingsbridge-Marble Hill,Bronx,11,11,0,1,0,4,4,0,1,0,7,7,0,1,0,11,1,4,1,5,5.944,5.017,0.927,7,3.071,0.43,-0.0,0.455,2026-05-02
155133,40.693492,-73.979162,Myrtle Avenue / Ashland Place,Myrtle Ave / Ashland Pl,Fort Greene,Brooklyn,12,3,0,10,0,5,0,0,5,0,10,1,0,9,0,3,10,0,5,5,5.857,0.77,5.086,7,3.071,0.71,-0.0,0.167,2026-05-07
192510,40.63931,-73.958964,Ditmas Avenue / Ocean Avenue,Ocean Ave / Ditmas Ave,Flatbush,Brooklyn,9,8,0,1,0,5,4,0,1,0,8,7,0,1,0,8,1,4,1,5,5.324,4.445,0.879,4,1.843,1.4,-0.0,0.0,2026-05-09
163556,40.710961,-73.951119,Union Avenue / Grand Street,Grand St / Union Ave,Williamsburg,Brooklyn,11,4,0,8,0,5,2,0,3,0,9,3,0,7,0,4,8,2,3,5,5.714,1.817,3.898,6,2.662,0.88,-0.0,0.273,2026-05-09
236098,40.72149,-73.804608,164th Street / Union Turnpike,164 St / Union Tpke,Pomonok-Electchester-Hillcrest,Queens,11,10,0,1,0,5,5,0,0,0,9,8,0,1,0,10,1,5,0,5,5.606,5.131,0.475,6,2.662,0.88,-0.0,0.091,2026-05-31
110150,40.628935,-74.116196,Forest Avenue / Broadway,Forest Ave / Broadway,West New Brighton-Silver Lake-Grymes Hill,Staten Island,8,10,0,0,0,3,5,0,0,0,6,8,0,0,0,10,0,5,0,5,5.299,5.299,0.0,5,2.252,-0.0,-0.0,0.0,2026-06-08
168472,40.680261,-73.974696,6th Avenue / Flatbush Avenue,Flatbush Ave / 6 Ave,Park Slope,Brooklyn,9,7,0,3,0,5,2,0,3,0,8,5,0,3,0,7,3,2,3,5,5.217,2.637,2.58,4,1.843,1.4,-0.0,0.333,2026-06-08
239025,40.640952,-73.948515,Avenue D / Nostrand Avenue,Avenue D / Nostrand Ave,East Flatbush-Erasmus,Brooklyn,6,4,0,2,0,5,3,0,2,0,5,3,0,2,0,4,2,3,2,5,3.512,2.377,1.135,1,0.614,3.36,-0.0,0.167,2026-02-13
225861,40.815614,-73.958206,Broadway / West 125th Street,Broadway / West 125 Street,Manhattanville-West Harlem,Manhattan,8,6,0,4,0,3,5,0,0,0,4,5,0,1,0,6,4,5,0,5,3.717,2.699,1.018,5,2.252,-0.0,-0.0,0.25,2025-07-14
381706,40.732505,-73.86826,Eliot Avenue / Queens Boulevard,Queens Boulevard / Eliot Avenue,Rego Park,Queens,9,5,0,4,0,5,2,0,3,0,6,2,0,4,0,5,4,2,3,5,4.506,1.852,2.655,4,1.843,1.4,-0.0,0.444,2026-05-26
225673,40.765526,-73.972117,5th Avenue / East 61st Street,East 61 Street / 5 Avenue,Central Park,Manhattan,9,5,0,4,0,5,3,0,2,0,6,3,0,3,0,5,4,3,2,5,4.182,2.428,1.753,4,1.843,1.4,-0.0,0.111,2026-03-21
149458,40.763901,-73.914998,Steinway Street / 30th Avenue,Steinway St / 30 Ave,Astoria (Central),Queens,10,6,0,4,0,5,3,0,2,0,6,4,0,2,0,6,4,3,2,5,4.387,2.962,1.424,5,2.252,1.11,-0.0,0.5,2026-05-07
358277,40.71508,-73.832296,78th Avenue / Queens Boulevard,78 Ave / Queens Blvd,Forest Hills,Queens,6,6,0,0,0,5,5,0,0,0,5,5,0,0,0,6,0,5,0,5,3.709,3.709,0.0,1,0.614,3.36,-0.0,0.0,2026-04-23
189234,40.839797,-73.873589,Morris Park Avenue / East Tremont Avenue,E Tremont Ave / Morris Park Ave,West Farms,Bronx,7,4,0,3,0,5,2,0,3,0,7,4,0,3,0,4,3,2,3,5,3.54,1.744,1.796,2,1.024,2.39,-0.0,0.143,2025-10-28
551,40.735313,-73.994118,5th Avenue / West 13th Street,W 13 St / 5 Ave,Greenwich Village,Manhattan,14,3,0,11,0,4,2,0,2,0,8,2,0,6,0,3,11,2,2,4,5.482,1.529,3.952,10,4.3,0.21,0.24,0.143,2026-05-15
168938,40.725531,-73.945432,Humboldt Street / Nassau Avenue,Nassau Ave / Humboldt St,Greenpoint,Brooklyn,3,3,0,1,0,3,3,0,1,0,3,3,0,1,0,3,1,3,1,4,3.26,2.307,0.954,0,0.205,-0.0,-0.0,0.333,2026-05-17
184714,40.840194,-73.943068,West 165th Street / Fort Washington Avenue,West 165 Street / Fort Washington Avenue,Washington Heights (South),Manhattan,13,7,0,6,0,4,3,0,1,0,9,6,0,3,0,7,6,3,1,4,5.429,3.811,1.618,9,3.89,0.26,0.19,0.077,2026-03-05
34196,40.824656,-73.89193,Westchester Avenue / Southern Boulevard,Southern Boulevard / Westchester Avenue,Longwood,Bronx,14,14,0,2,0,4,4,0,0,0,8,9,0,0,0,14,2,4,0,4,5.347,4.971,0.375,10,4.3,0.21,0.24,0.143,2026-01-03
617369,40.760312,-73.769376,Bell Boulevard / Northern Boulevard,Northern Blvd / Bell Blvd,Bayside,Queens,10,8,0,2,0,4,4,0,0,0,7,7,0,0,0,8,2,4,0,4,5.179,4.703,0.476,6,2.662,0.56,-0.0,0.4,2026-05-11
258949,40.67038,-73.988778,9th Street / 4th Avenue,4 Ave / 9 St,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn,10,4,0,6,0,4,1,0,3,0,7,2,0,5,0,4,6,1,3,4,4.681,1.539,3.142,6,2.662,0.56,-0.0,0.1,2026-05-19
330071,40.834237,-73.851671,Westchester Avenue / Castle Hill Avenue,Westchester Avenue / Castle Hill Avenue,Westchester Square,Bronx,11,9,0,2,0,4,4,0,0,0,7,7,0,0,0,9,2,4,0,4,4.372,3.972,0.4,7,3.071,0.43,-0.0,0.182,2026-01-20
419540,40.714185,-73.988696,East Broadway / Jefferson Street,E Broadway / Jefferson St,Chinatown-Two Bridges,Manhattan,6,5,0,2,0,3,4,0,0,0,6,5,0,2,0,5,2,4,0,4,4.36,3.776,0.584,3,1.433,-0.0,-0.0,0.0,2026-05-21
168506,40.680096,-73.877414,Atlantic Avenue / Logan Street,Atlantic Ave / Logan St,Cypress Hills,Brooklyn,10,8,0,2,0,4,3,0,1,0,6,5,0,1,0,8,2,3,1,4,4.304,3.559,0.746,6,2.662,0.56,-0.0,0.2,2026-04-17
233833,40.605344,-73.755276,Mott Avenue / Beach Channel Drive,Beach Channel Drive / Mott Avenue,Far Rockaway-Bayswater,Queens,11,8,0,3,0,4,3,0,1,0,5,3,0,2,0,8,3,3,1,4,4.285,2.854,1.43,7,3.071,0.43,-0.0,0.273,2026-05-15
199387,40.716086,-73.803092,164th Street / Grand Central Parkway,164 Street / Grand Central Parkway,Jamaica Hills-Briarwood,Queens,6,4,0,2,0,4,2,0,2,0,6,4,0,2,0,4,2,2,2,4,3.674,2.095,1.578,2,1.024,1.69,-0.0,0.333,2026-05-24
351684,40.598309,-73.961184,Coney Island Avenue / Avenue U,Coney Island Avenue / Avenue U,Gravesend (East)-Homecrest,Brooklyn,7,5,0,2,0,4,3,0,1,0,4,3,0,1,0,5,2,3,1,4,3.434,2.324,1.11,3,1.433,1.24,-0.0,0.143,2026-05-11
159695,40.859874,-73.893215,Webster Avenue / East 188th Street,E 188 St / Webster Ave,Belmont,Bronx,5,8,0,0,0,1,4,0,0,0,3,6,0,0,0,8,0,4,0,4,3.522,3.522,0.0,4,1.843,-0.0,-0.0,0.0,2025-10-06
224792,40.709492,-74.001657,Pearl Street / Frankfort Street,Pearl Street / Frankfort Street,Financial District-Battery Park City,Manhattan,8,3,0,6,0,3,0,0,4,0,5,1,0,5,0,3,6,0,4,4,3.503,0.478,3.025,5,2.252,-0.0,-0.0,0.0,2025-10-03
150867,40.76196,-73.758464,223rd Street / Northern Boulevard,Northern Blvd / 223 St,Alley Pond Park,Queens,6,4,0,2,0,4,2,0,2,0,6,4,0,2,0,4,2,2,2,4,3.445,2.272,1.173,2,1.024,1.69,-0.0,0.333,2026-05-29
258662,40.677527,-73.963709,Washington Avenue / Saint Marks Avenue,Washington Ave / St Marks Ave,Prospect Heights,Brooklyn,6,1,0,5,0,4,1,0,3,0,4,1,0,3,0,1,5,1,3,4,3.371,0.745,2.626,2,1.024,1.69,-0.0,0.167,2026-04-27
230850,40.744177,-73.92612,Queens Boulevard / 39th Street,39 St / Queens Blvd,Sunnyside,Queens,4,3,0,3,0,2,2,0,2,0,4,3,0,3,0,3,3,2,2,4,2.879,1.406,1.473,2,1.024,-0.0,-0.0,0.25,2025-06-25
19891,40.678866,-73.870866,Hill Street / Crescent Street,Crescent St / Hill St,East New York-City Line,Brooklyn,5,3,0,2,0,4,3,0,1,0,4,3,0,1,0,3,2,3,1,4,2.731,1.931,0.801,1,0.614,2.44,-0.0,0.4,2025-11-28
642657,40.652873,-73.866688,Erskine Street / Gateway Drive,Gateway Dr / Erskine St,Spring Creek-Starrett City,Brooklyn,5,5,0,0,0,4,4,0,0,0,4,4,0,0,0,5,0,4,0,4,3.173,3.173,0.0,1,0.614,2.44,-0.0,0.2,2026-04-03
32742,40.833368,-73.85138,Newbold Avenue / Castle Hill Avenue,Castle Hill Ave / Newbold Ave,Castle Hill-Unionport,Bronx,4,3,0,1,0,4,3,0,1,0,4,3,0,1,0,3,1,3,1,4,3.009,2.487,0.523,0,0.205,4.21,-0.0,0.25,2026-04-25
